source,target
20709,2011
20718,2882
20739,10022
20739,10202
20739,10229
20739,10678
20739,2018
20739,2976
20739,80585
20739,9641
207494,240510
20779,2020
208113,51052
208116,110146
208119,120292
20824,13908
2087,11165
2087,12101
2087,173
2087,2161
2087,9610
2087,9626
20907,11702
20907,117263
20907,156022
20907,2034
20907,26390
20907,7485
20907,9477
20907,9567
20921,27236
20937,17965
209879,210047
209947,44877
210053,218836
210053,75258
21031,2044
210387,71689
21053,10220
21053,10866
21053,13922
210769,178446
21085,13811
21085,2048
21085,2666
21085,9495
21126,2266
21136,14533
21136,2057
21183,18533
21183,2061
21183,37861
21183,64690
21183,77987
21198,24480
21206,189197
212080,186161
21217,10377
21217,15196
21217,2069
21217,22309
21217,44147
21217,9099
21269,41411
2127,11835
2127,138843
2127,14001
2127,168259
2127,176
2127,49018
2127,91586
212999,206419
21370,10083
21370,11973
21370,1647
21370,2087
21370,254904
21370,2669
21370,74998
21370,7520
21370,8848
21370,9348
21370,9619
21370,9912
21377,10216
21377,13550
21475,134371
21475,26123
21476,172847
21477,172847
2149,165739
2150,22804
2150,41439
21526,14637
21526,2100
21526,64639
21544,11951
21561,14028
21569,40194
21588,15039
2163,109491
2163,1646
2163,2266
2163,6023
216366,174682
21647,2110
21647,2332
21647,2334
21647,2335
2166,121642
21669,1254
21669,15712
21673,11652
21677,10748
21677,37565
21678,2266
21681,2266
21683,2266
21684,110415
21684,11423
21684,1255
21684,30018
21692,2114
21693,2114
2171,13401
2171,2058
21712,11560
21712,189197
21712,2116
21712,8512
2171,6435
2171,87818
21737,2117
217587,84174
2176,264656
2176,56831
2176,8053
21768,2266
21768,41201
21768,9662
21771,2266
2178,13969
2178,9715
21792,38842
21792,92000
21792,9262
21806,2124
21807,4169
21808,63493
21819,10303
21819,10489
21819,12773
21825,75735
21863,39312
21869,2134
21879,10380
21879,21032
21879,2135
21879,50321
21879,9837
21905,10389
21905,13184
21905,9966
21931,1450
21931,2140
21958,15573
219647,36865
21981,10923
21981,123553
21981,15159
21981,2144
21981,38575
2199,169917
219959,20910
2199,8270
22012,10222
22020,14695
220833,54551
220833,54553
220833,54559
2209,11618
2209,1637
2209,1639
2209,1996
2209,664
22164,9369
2216,77887
22172,2168
221764,13851
221944,84178
22214,13173
22214,15373
22214,180296
22214,2171
22214,50647
22224,7839
2223,14144
222470,55465
2225,183
2226,10236
2226,11860
2226,11963
2226,179
2226,37233
2226,606
2226,9576
2228,5915
2228,5955
22301,2179
223,1164
223,45958
223,470
223516,84175
22353,2182
223,55
223693,48415
223693,85038
223806,139933
223886,14254
2239,1213
2239,2289
2239,409
223965,161545
224,11336
224,157851
224,1946
224221,209410
224,2252
224,2742
224,27429
224,28942
224,48231
224,49014
2245,12572
224,59
22461,9464
224,837
224,884
224,9426
224,9538
224,9540
224,9613
225009,110398
225142,262391
225148,56906
225554,77879
225556,57119
225693,57214
225706,209504
225814,140818
225887,50848
225890,168055
225976,13934
225976,62211
225987,24589
2260,1717
226089,107811
2260,9422
226117,219318
226615,46198
22676,77883
226771,50671
227392,96714
227438,51162
227439,51162
227452,214314
227452,57586
227545,58235
22767,9560
228,12509
228,12690
228134,58595
228177,58626
228274,58699
228643,159014
228708,146381
229002,178809
2291,11208
2291,13455
2291,186
229263,99579
2293,187
2293,189
229359,59429
2293,8285
2294,10054
2294,106747
2294,12279
2294,14199
2294,1428
2294,187
2294,189
2294,1992
2294,23631
2294,5
2294,56288
2294,755
2294,8068
229482,156713
2294,9276
2294,9367
2294,9488
229568,21861
229568,80271
229604,194101
229702,109584
229931,152780
229931,37181
229931,60243
229962,57800
230157,146631
2303,11779
2303,144
2303,318
2303,57276
2303,655
230541,200823
231568,67109
23213,11456
23213,2246
23213,8838
23227,136418
23227,210479
23287,46503
232959,284427
23393,10937
23393,11892
23393,9605
23430,2269
23430,3040
23430,72331
23430,8909
23442,21028
234824,220286
2352,10995
2352,192
2352,1997
2352,2383
2352,77221
2352,853
2352,978
23532,209403
23539,2284
235430,159117
235430,171846
235430,87436
235432,171846
235539,62564
235820,235260
23626,340
236539,156700
23677,2300
236859,63310
23728,6935
237884,132712
23799,11059
23799,12142
23799,12685
23799,168705
23799,184125
23799,2312
23799,2728
23799,38780
23799,7916
23799,80410
2380,193
2380,7342
238384,186992
23841,30844
238445,56401
23880,9624
2388,14208
2388,14623
2388,14728
2388,15028
2388,199
2388,200
239235,175774
239404,64586
239418,174323
239418,18892
23945,10798
23945,2330
23945,33624
23946,8677
239571,64686
239574,211954
23964,10199
23964,2657
23964,4464
23964,70160
239672,137182
239672,33806
23968,152790
23968,191903
23968,2322
23968,2323
23968,4614
24011,187022
240150,20083
240150,83721
240,185
240,247
240,3175
240,345
24045,138697
240,600
240,62
2406,406
2406,4970
2406,60670
2406,9381
240,694
240735,82485
240,802
240843,65291
240,935
240,967
240,975
24,105
24,13
24,165
24173,2355
24,17979
2419,157841
2419,194
2419,27936
2419,2841
24,196
2419,8078
2419,892
2419,902
24,2310
24248,2360
24248,46138
24248,8696
24248,8976
24,2655
24294,14181
24294,2313
24318,10466
24318,12120
24318,4587
24346,15997
24471,15449
24,5255
24530,9385
24530,9929
24531,9385
24531,9929
245796,74471
2460,10590
2460,236751
2460,39486
2460,9313
2461,10502
2461,1579
2461,197
2461,615
24657,10264
24657,6003
24,686
24,8358
24,856
24,87502
24886,18457
24886,2395
24,9326
24,9374
24939,10671
24939,11881
24949,10035
24949,4141
25210,1909
2523,11808
2523,201
2523,2320
25236,110410
25236,14016
25236,194523
25340,89899
25453,2486
254741,75301
25509,9677
25527,17577
25558,11114
25558,11533
2559,204
25598,109424
25598,22972
25598,2502
25598,2503
2559,827
25598,4107
25598,9829
25630,11034
25645,25050
25703,157360
25735,11398
25735,14643
25735,172106
25735,2518
25735,9102
25819,122192
25873,13989
25882,176241
25882,9711
2589,205
25950,11673
26095,14359
26095,2565
261224,13188
26205,145220
26205,64328
2636,11219
2636,1580
2636,213
2636,21734
2636,223
2636,260
2636,303
2636,381
2636,4174
2636,426
2636,506
2636,521
2636,539
2636,567
2636,571
2636,573
2636,574
2636,5780
2636,5854
2636,845
2636,940
264113,75802
26458,10342
26473,121824
26475,10829
26479,10891
26479,11069
26481,25195
26502,10393
26502,11522
26502,13596
26502,15143
26502,15602
26502,2122
26502,2617
2662,1585
2662,212
2662,3078
2662,3083
2662,34106
266412,72432
26648,2636
26648,9360
26648,9545
26713,10072
26713,854
26713,9268
26713,9334
26713,9599
26714,14620
26714,250546
26724,10974
2675,101669
2675,214
2675,215
2675,51248
2675,663
26760,10617
26760,10618
26760,18764
26760,217923
26760,48492
26760,81870
26760,9405
26767,10596
26767,10861
26767,18764
26775,11841
26775,12207
2679,11917
26849,2667
26850,159117
26850,2667
26850,74505
26875,10320
26875,12205
26875,20329
26875,2671
26875,9669
2690,10443
2690,11120
2690,11646
2690,12157
2690,207
2690,37165
2690,49009
2690,8619
2690,9281
26971,8277
27005,10167
27005,10501
27005,168676
27005,285423
2710,19995
2710,218
2710,24982
2710,2756
2710,280
2710,36955
2710,597
2710,679
27146,10680
27146,15613
27146,2699
27226,10577
27226,14435
27226,47327
273,12165
27436,121793
27436,9045
27449,236737
2746,220
2746,654
2746,702
275022,13850
27571,24021
27571,2652
27571,4513
2765,221
2765,26596
27728,2661
27745,13001
27746,2665
27757,159117
2778,10126
2778,624
27846,10425
27846,2749
27889,16899
27889,2759
27889,85435
27977,103328
27991,12088
27991,1694
27992,28260
280,11559
280,14506
280,157834
280,177
280,1878
280,36819
280,4442
280,4543
280,63
280,68
280,762
280,8054
28239,10547
28239,12403
28239,12590
28239,211449
28239,2787
28239,2789
28239,87421
28249,2791
28249,55931
282750,13067
282750,84199
2836,133805
2836,226
28605,78604
28689,2882
2873,18392
28741,11979
2880,10741
2880,59468
288710,157375
28898,11010
28898,13195
28898,9314
28902,11980
28904,11622
28904,2925
28904,9336
28976,11187
29009,10184
29009,2959
29009,78698
29009,9779
2917,229
2917,3035
29214,18240
29214,6557
29214,82687
29214,9762
29226,16367
29226,2977
293911,136797
293911,75674
29406,276690
29433,19204
29433,30874
29433,7219
2945,231
29471,10576
29494,19971
29524,2900
29595,8095
29605,107846
29605,11197
29605,3021
29605,48171
29605,8999
29662,11868
29715,19186
2991,234
29922,13207
29922,1534
29922,37430
29922,9373
29962,630
30008,3063
30008,8356
30021,3065
300347,21385
30058,139455
30099,3073
30149,11258
30149,14305
30149,191903
30149,243531
30149,50674
3026,101731
3026,11031
3026,12220
3026,1700
3026,235
3026,2493
3026,2800
3026,43949
3026,639
3026,7350
3026,881
3026,9087
3027,9980
3028,3432
303064,96599
30309,7452
30365,11780
30365,11821
30365,12651
30365,3093
30365,4824
30365,8092
30422,11422
30422,27932
3045,10601
3045,126797
3045,20048
3045,236
30458,4012
3045,8874
3055,19918
3055,209276
3055,51999
30711,44754
30715,11400
30715,16642
30715,3133
30715,60281
30715,8741
30715,8967
309,140
309,144789
309,219
309,4203
309,63311
309,64
309,8088
309,99
31024,10468
31024,23398
31024,3050
31024,8427
31024,9066
31024,9293
31024,9403
31033,10389
31033,13184
31033,9966
31073,3177
31074,11165
31074,3176
31074,3177
31093,5393
3110,5
3111,5
31119,1931
31119,34813
31119,3602
3115,437
31,191903
31211,20481
31211,9003
3125,80591
3146,10653
3146,239
3146,25364
3146,284
3146,37257
3146,599
3146,632
3146,6620
3146,996
31493,13820
31493,14924
31511,10313
31,59861
31898,25606
31900,10940
31,9591
32082,21484
3224,1165
3224,18129
3224,205220
3224,243
3224,3472
3224,38961
3224,84305
3224,859
32250,12225
3227,222899
3227,23048
32277,10176
32277,3512
32277,9086
32278,119450
32278,41402
32278,7191
3227,9788
3230,84281
323,11004
323,11087
323,11931
323,2118
323,65
323,65034
3238,244
323,82684
323,8987
3239,244
32427,3529
32532,49013
32535,13061
32593,10762
32593,14819
32593,187596
32593,2022
32593,8457
32593,87818
32593,9678
32799,87436
32813,11361
328692,85872
3288,18239
3288,2105
3288,2268
3288,245
3288,55720
3289,144340
3289,1901
3289,2105
3289,24418
3289,245
3289,39451
3289,78571
3289,9310
3290,71864
3290,7211
32983,3573
32983,70868
33008,16113
33008,1825
33064,11787
33064,19490
33094,10306
3310,13971
33156,6396
3317,121828
3317,246
3317,45284
3317,5910
33183,11619
33183,16577
33183,60307
33183,82650
33254,10375
33254,3597
33279,3600
33279,9482
33279,9763
33300,3603
33315,11823
33315,191903
33315,9754
33316,189197
33316,191903
33316,9424
33317,191903
33341,11281
33341,11442
33341,13633
33349,94363
33433,11313
33433,23512
33433,3638
33433,77877
33433,7863
3347,201086
33485,11692
33485,1406
33485,9362
33485,9822
33513,49483
33541,3682
33880,18976
3388,11050
3388,2539
3388,2898
33883,10973
33883,26905
33883,9077
3388,42888
3395,250
33,9609
34017,215848
34110,28089
34110,75622
3415,12151
3415,251
3415,6520
3415,813
3415,8764
3415,9896
3417,12658
3417,45094
3417,7511
34262,50845
34453,11358
34480,15969
34481,10564
34510,48838
3451,252
34517,16023
34517,3989
34517,8675
34517,9473
34611,10765
34611,11317
34611,4032
34682,209406
34682,4104
34682,5825
34682,9320
34849,4133
34849,6522
34849,9283
34891,3933
34920,14609
34920,16234
34920,21683
34920,64202
34921,64202
34922,64202
34927,21683
34928,17074
34934,13640
34934,14919
3506,2787
35086,280690
35155,9625
35267,15805
35268,15257
35269,14611
35270,14919
35270,230896
35318,9289
35408,47979
35452,12721
35452,17653
35452,4108
35452,9053
35453,10045
35453,26389
35453,8681
35475,4488
3556,10497
3556,10675
3556,11439
3556,11481
3556,11482
3556,197082
3556,257
3556,3053
3556,423
3556,622
3556,72113
3556,805
3556,829
35582,10063
35689,12153
35689,4247
35689,4248
35689,9072
35694,10073
35694,13805
35694,225703
35694,40264
35694,7278
35694,9760
35734,10073
35734,13805
35734,225703
35734,40264
35734,7278
35734,9760
35735,4254
35736,10757
35736,11854
35736,26022
35770,132316
35770,4251
35771,11518
35771,14072
35771,19404
35796,11918
357,97512
35896,37645
35959,121936
35959,17350
35959,35026
35968,182219
36083,17047
3632,261
36423,13166
36425,11170
36425,192102
36425,4327
36425,534
36425,59962
36425,9471
36588,17332
36588,4347
36588,4348
36588,50456
36588,96724
36602,10029
36602,10159
36602,13416
36602,193756
36602,4349
36602,44833
36602,8960
366,11232
366,2142
366,2832
366,3558
366,37834
366,5176
366,69
366,76170
36693,1259
36697,1265
36697,18032
36797,115348
36797,13476
36797,20943
36797,37821
36797,4379
36797,8065
36797,8835
36804,18126
36804,4380
36804,9778
36805,10934
37186,4548
3722,276
37302,31417
37360,10671
37360,17529
37451,11986
37618,4512
37618,64689
37626,11183
37626,118293
37626,21435
37626,33701
37627,248507
37627,52077
37627,8265
37630,12572
37630,4517
37630,4518
37630,9093
37633,39413
376896,113329
37710,10077
37710,10540
37710,11015
37710,11851
37710,11935
37710,238589
37710,25137
37710,4437
37710,8831
37710,9091
37710,9946
3776,1626
3776,269
3776,2786
3776,31522
3776,4710
3776,8072
37852,12271
37852,45324
37932,10634
37932,22803
37932,4551
37932,8409
37932,9400
37932,9631
37932,9654
37948,10972
37948,158011
37948,43552
37948,4553
37948,6687
38007,24402
380,1247
380,1607
38023,37786
38023,4564
3828,158
3831,15383
3831,5511
3849,271
38507,11444
38507,21427
38507,7229
38507,9421
38689,14362
38689,9972
38692,114955
38692,13968
38692,22084
38692,44244
38803,124461
3893,13788
3893,36648
3893,9785
39104,12143
39104,9558
39138,10516
39138,11680
39138,11913
39138,11915
39138,4727
39138,4728
39138,4729
39138,9317
39,14
39189,36801
39,19255
39,25
39298,121873
39,37724
39,4147
39,4148
3950,1571
3950,277
3950,64635
3950,834
3964,12437
3974,10654
3974,11515
3974,1630
3974,1850
3974,279
39743,11571
3974,37606
3974,510
39779,10536
39819,17379
39819,17880
39819,21349
39819,7303
39853,12208
39996,10774
39996,24961
39996,389
39996,4176
39996,7972
39996,9040
39996,968
39996,9950
4014,10483
4014,1576
4014,173897
4014,35791
4014,395
4014,52451
4014,71679
4014,76649
40,1480
4014,8413
4014,9312
4014,9425
40,15
40223,11022
40223,7516
40223,75174
40230,10538
40230,176241
40243,11469
40243,15775
40243,37269
40243,39285
40243,4951
40243,73108
40256,11081
40256,13027
40256,46529
40256,8271
40256,9910
4027,11086
4027,278
4027,497
4027,5876
40277,112200
40307,14061
40307,9667
40333,10494
40333,13398
40333,33320
40333,4977
40345,11497
40345,11704
40345,12144
40345,20421
40345,28032
40345,4978
40345,7450
40345,9444
4037,10158
4037,10478
4037,11375
4037,287
40440,12795
40506,103686
40508,153795
40542,8440
40549,11285
40549,29918
4065,288
4065,4909
4081,11576
4081,1879
4081,821
408,52338
40863,172533
40863,84348
41029,246320
41029,37653
41039,20829
41039,4964
41039,6957
41039,89492
41041,26466
41041,41215
41041,5072
41041,8555
4109,10907
4109,13368
4109,289
4109,30462
41285,5123
4135,11450
4135,16619
4135,293
4135,4515
4135,4958
4135,547
4135,60309
4135,87496
41378,5137
41530,116613
41549,14043
41549,16406
41549,242042
41549,9100
41550,10660
41550,9879
41670,4475
41671,10294
41671,193613
41671,34851
41671,4597
41720,10157
41720,12118
41878,246320
41887,5172
42081,5205
42082,5205
42111,9070
42,145
42,16
42171,10868
42171,17707
42,17609
42,249397
42,258216
42274,14846
42274,37725
42309,6917
42378,13852
42378,5257
42,452
42,553
42617,10212
42,62215
42712,5289
42745,42297
4275,102207
4275,21778
4275,2899
42804,15917
42994,49520
42994,5375
42994,6038
42994,9522
43141,49049
43141,7461
4319,1282
43222,35558
43468,10677
43513,10768
43526,5471
43652,61984
437833,65218
43786,14684
4385,311
4385,335
4385,336
4385,391
4385,429
4385,938
4387,121875
4387,184314
4387,1958
4387,302
4387,51447
43954,26264
43,9871
43993,5528
43993,74945
440124,26594
44056,13509
44056,5550
44070,5552
440763,13002
440763,13283
44113,5559
44113,9837
44114,5559
44114,58508
44130,36599
44132,80527
4415,405
4415,422
4415,439
4415,7857
44179,9042
4429,152603
4429,1554
4429,308
4429,339
4429,4816
4429,8284
4429,883
4429,922
444720,80184
4453,103663
4453,309
44554,15097
44554,18457
44740,192134
44740,5353
44740,9515
44763,10513
44797,189197
44807,5680
4483,121826
44847,14534
44847,5693
4489,11676
4489,11891
4489,9273
4489,9907
44916,11134
44916,11653
44916,33542
44916,9404
44955,14029
44990,6715
4499,10052
4499,10312
4499,1624
4499,2698
4499,3049
4499,310
4499,9327
45052,157849
45052,27579
45052,5708
45117,198277
45117,5723
45138,63831
45405,39053
45405,82532
45407,39053
45407,82532
45419,84317
45459,55420
454818,74726
455,1640
455,192145
455,43539
455,6973
45572,8689
45627,19904
45627,8617
45645,17466
45645,9057
45649,10607
45730,121789
4586,314
4586,9597
45916,15015
45916,15016
45916,15167
45996,10185
45996,123109
45996,5889
4600,10715
4600,11298
4600,11551
4600,11974
4600,15301
4600,24831
4600,2614
4600,45650
4600,927
4600,928
4600,9872
46076,38579
46076,5851
46076,6877
46076,8584
46085,10207
46085,10449
46085,9039
4610,11568
4610,11598
4610,11890
4610,15301
4610,1621
4610,306
4610,50204
4610,525
4610,814
4610,8388
4610,8469
4610,9080
4610,9602
46203,166666
46295,113160
46296,113160
46297,11128
46297,13768
46297,17908
46297,54318
46366,16007
46366,16140
46802,5956
468,590
468,64685
468,71
468,8055
47005,76338
47005,87101
47020,41180
4723,109410
4723,2112
4723,9476
47333,152737
47333,44129
47364,9794
474199,74523
4746,87825
47498,6037
47506,22970
4755,19912
4755,25059
4755,326
4755,65055
4755,9358
4755,9759
4759,332
4762,334
4762,4995
4762,68722
4762,7345
4762,8051
4762,8052
47640,5820
47640,9257
47724,16342
47786,44982
47792,12208
4780,338
47820,10086
4782,11583
4782,2362
4782,9507
4786,10435
4786,5902
4786,783
47893,16084
47893,9570
47974,6116
4818,10846
4818,12776
4818,22826
4818,637
48514,13741
48583,111190
48583,11156
48583,78476
488,10110
488,11352
488,11519
488,11831
488,15301
488,17578
488,180
488,217
488,329
488,330
488,424
488,57212
488,578
488,594
488,601
488,612
488,640
488,644
488,72976
488,74
488,839
488,840
488,85
488,857
488,87
488,873
488,879
488,89
48965,11569
48965,14180
48980,10628
48980,6282
4918,242661
49281,210908
49450,10772
49450,11367
49450,6399
4945,10249
4945,13466
4945,15139
4945,1771
4945,2023
4945,331
4945,7978
4945,8844
4945,9354
4955,11906
4955,16395
4955,20126
4955,29161
4955,29702
49555,78215
4956,1278
4956,1643
4956,3870
4956,746
4964,10322
4964,343
4967,15659
4967,19494
49828,9510
49903,10208
49903,50359
49903,6477
49903,9513
49949,74849
50099,6499
5010,1440
5026,11645
5026,11712
5026,11878
5026,11953
5026,12493
5026,12516
5026,346
5026,3777
5026,3782
5026,548
50269,14128
5026,9764
5045,10925
50460,14012
504,687
5058,196830
50582,18937
50582,6439
50582,6589
5058,5491
5065,14306
5065,191903
5065,209361
5065,350
5065,73937
5065,82696
50719,6552
50725,6552
50739,22311
50767,13257
50767,198185
50767,58151
50767,6615
508,11601
508,12797
508,1586
508,49526
50949,6641
51000,8974
510,118
510,12155
510,13885
510,162
51023,134597
51023,21407
510,2668
510,268
510,32085
510,33914
510,364
510,3933
510,4011
510,522
510,5683
510,587
510,62213
510,62214
510,75
510,869
51100,18955
51116,6691
5125,12572
5125,31175
5125,363
51298,109513
5133,10588
5140,10012
5140,11460
5140,11596
5140,12262
5140,13122
5140,15516
5140,2266
5140,33278
5140,377
5140,41446
5140,4232
5140,4233
5140,4234
5140,43931
51421,6916
51445,59118
51445,6933
51470,6936
51483,6935
5149,2621
51521,15668
51534,210908
51534,65599
51572,27352
515867,251768
51600,6961
51677,11071
5174,2185
5174,2758
5174,2907
5174,41154
5174,607
5174,608
5174,8012
5174,8487
5174,9530
51795,150202
518,10830
518,249
51851,11857
51851,225886
51851,52449
51851,6575
51866,16158
518,7288
518,9275
51894,6537
51894,80278
51917,7090
51917,9344
51917,9517
51918,122081
51918,18415
5192,342
5192,4627
51955,7092
51984,10647
51984,14979
51984,6623
51984,8656
5199,342
51996,83686
52038,7214
52038,8860
52038,9816
52044,6499
52049,11217
52049,39939
52049,6519
52049,98066
52049,9988
52112,10172
52112,10471
52112,10708
52112,10808
52112,14560
52112,7233
52112,87818
52114,107811
52139,188161
52139,72105
5216,10139
5216,11252
5216,133694
5216,1665
5216,1807
5216,1990
5216,2266
5216,468
5216,47760
5216,489
5216,577
5216,711
52194,9064
52244,58244
52268,13570
52268,26953
5231,11864
5231,2133
5231,34584
5231,387
5231,503
5231,652
5231,6950
5231,9386
5231,9772
52342,56415
52342,7291
52358,10637
52358,14926
52358,72387
52371,10854
523789,75736
52405,10210
52405,17187
52405,7300
52405,97434
524,12572
52443,130150
52443,22947
52443,57157
52443,7326
52443,9388
524700,89691
52479,46838
525,1124
525,11660
525,155
525,272
525,27205
52528,7343
525,320
525,49026
52576,47931
52576,7347
52576,97020
525,77
52599,87567
52609,29427
52609,7364
52629,10145
52629,11517
52629,199591
52629,7442
52629,9272
52691,170687
52691,7484
527607,50837
52763,7508
52779,113833
52779,38167
5281,12412
5281,1429
5281,1883
5281,388
5281,87516
5281,925
5281,9469
52842,13258
52842,7453
52845,19724
52845,7518
52849,185574
52849,80379
52856,7515
52870,14411
52870,7518
52870,8916
5288,191121
52894,7548
529184,171540
529185,171540
5292,13435
5292,14047
52934,195589
52934,32823
52934,72207
52934,9870
52941,7553
52961,52587
52961,7735
52968,13486
52968,21634
52968,7737
52968,8009
52968,8010
52968,8850
52968,9546
529806,251519
53014,10115
5306,112949
5306,1587
5306,1715
5306,1947
5306,228194
5306,22971
5306,28178
5306,392
5306,6440
5306,81025
53068,43923
53068,7859
53069,43923
5306,9681
53102,7861
53120,158015
53120,238636
53177,10067
53177,11260
53177,13505
53177,14709
53177,14817
53177,20857
53177,72358
53177,9757
53178,13920
53215,65215
53216,13253
53216,7249
53218,32582
53267,10476
53267,68817
53267,7874
53276,41556
53296,123678
53304,72197
53304,7443
533061,157117
53333,16608
53333,20766
53333,82633
53334,10060
53334,10161
53334,10511
53334,69668
53334,7445
53334,7984
5342,10395
5342,11000
5342,11364
5342,2288
5342,3525
5342,37247
5342,396
5342,6538
5345,398
5345,60308
53525,7985
53530,7985
53599,8011
53671,206324
53671,7913
5367,231576
5367,401
5369,14326
53767,8069
53806,39414
53861,8130
539,159092
53925,8193
53925,9353
53935,169209
53935,17336
53935,74536
53935,8194
54025,19994
54025,8202
54040,10733
54040,140823
54040,14635
54040,22881
54050,10330
54050,10625
54050,12556
54050,203739
54050,24940
54050,58224
54050,8204
54050,9007
54176,8265
54222,11540
54229,13825
54240,8272
54248,227348
54291,89899
54297,60011
543568,11344
543568,15067
543568,4552
543568,49797
543568,76640
543592,173603
543842,97051
544130,126277
544134,126277
54441,11257
54441,1245
54451,11046
54451,11589
5446,3170
5446,408
544644,146243
544653,66118
544655,248390
544655,66118
54472,8321
54472,86838
54507,229296
54507,41233
54507,54518
54507,72559
54507,8328
54525,10664
54525,77495
54525,8329
54526,10664
54526,80280
54526,8329
54527,37534
54559,19898
54559,28355
54584,8273
54584,8386
54584,9981
54590,11211
54590,12919
54590,13203
54590,20618
54590,8274
54597,10760
54597,51588
54597,8275
54597,9893
54644,15045
54644,8346
5469,101173
54710,16991
54733,133790
54733,16614
54733,39513
54733,8363
54734,109414
54795,22821
54795,8374
54796,256731
54827,8398
548474,11198
548474,16269
548666,199584
548666,59421
548675,198677
54869,43549
549310,67748
54967,10603
54967,11164
54971,8438
5501,11329
5501,12103
5501,14325
5501,204082
5501,4965
5501,9437
550681,66195
55075,10092
55075,59859
55075,8456
55116,10987
55116,9827
55117,11229
55119,13041
55119,8327
551463,157547
55161,10049
55189,23963
5524,2454
5524,411
5524,808
5524,809
5524,94352
55251,58496
552707,76451
55299,14574
55322,8349
55379,14197
55379,8424
55420,8357
55421,8357
554289,209049
55439,10399
55476,10560
55476,17127
55476,20539
554948,44092
55499,10200
55499,82507
55499,8643
555254,37797
55587,34769
556141,162145
556172,152747
556172,50839
55668,11937
55668,8393
55710,109443
55710,12133
55710,27581
55710,8699
55710,9718
55710,9965
557179,146203
5572,10687
5572,10731
5572,11557
5572,1547
5572,1551
5572,1645
5572,1817
5572,3132
5572,3594
5572,37094
5572,414
5572,415
5572,70578
5572,8224
55728,8703
5572,9079
5572,9833
5575,137321
557736,165213
55785,12572
557880,87436
55789,50014
55790,13531
55790,8428
558177,227707
558177,65762
559,157353
55916,171337
55916,25300
55916,38251
559299,70695
55983,11639
55983,13597
55983,14900
559968,74510
5602,1018
5602,1730
5602,1923
5602,1955
5602,404
5602,483
56024,89899
5602,638
5602,793
5602,841
5602,985
56033,11616
56033,11689
56033,11829
56033,8833
56033,9394
560352,41498
56059,11212
56106,11846
56106,11862
561061,77951
56106,8849
56141,8851
56146,49948
56146,8868
56147,49948
56147,8868
56150,8869
56151,131689
56151,14207
56154,8870
56155,8873
56173,10017
56194,179144
56194,53487
56198,152795
56198,8885
56205,152792
56205,28211
56209,63831
56225,8736
562365,76696
56251,34423
562589,71325
56263,10906
56263,8913
562916,65760
56339,14282
56339,15999
56339,55931
56340,55931
56341,55931
56342,11299
56342,18837
56342,55931
56343,13754
56349,11351
56349,12665
56349,13689
56349,8922
56359,13056
56359,8923
56383,157823
56401,10347
56401,8827
56405,85735
56411,50646
56411,8952
56412,50646
56412,8952
564,132344
564,1584
564,3509
56435,10461
56453,72912
56453,8975
564,76
564,80
564818,79824
564,8324
564,85350
564,9081
564,92591
564,9571
56501,19901
56502,19901
56506,24795
56506,8989
56512,14784
56512,37958
56512,62764
56512,8843
565297,72197
56533,58767
56533,8997
56539,209263
56539,8998
5655,10315
5655,11545
5655,120467
5655,13685
5655,421
5655,4538
5655,6418
5655,83666
5655,9428
5656,10707
5656,121986
5656,27583
56578,12094
56578,14158
56578,16290
56578,208134
56578,273641
56578,65851
56578,9012
56591,11282
56591,14141
56591,8859
566275,72525
566328,72570
56635,9017
56660,9023
56661,13990
56661,40807
56661,82654
56661,9022
56710,10748
56710,23488
56710,37565
56710,58233
56710,9026
56717,14055
56717,27569
56717,9029
56717,93837
56735,10832
56735,173185
56735,9030
56736,10832
56736,9030
567374,73936
56739,14392
56739,196325
56739,70057
56742,10295
56755,9037
56789,59860
56789,9043
56828,11231
56828,11967
56850,8965
56851,13683
56851,203696
56851,31967
56851,8965
56852,11238
56852,15969
56852,16187
56852,8965
568692,73262
56872,9061
56891,11284
56891,9067
5690,13465
5690,3170
5690,49948
5690,756
56911,10406
56911,10510
56911,11001
56911,13496
56911,14396
56911,9074
56911,9574
5691,3170
5691,756
569196,73456
56953,9644
56960,192149
5696,10398
5696,1441
5696,239471
5696,403
56998,10173
56998,11237
56998,11357
56998,42194
56998,9073
56998,9415
57027,119569
57027,211387
57030,10544
57030,17436
57030,38199
57035,230222
57035,50135
57055,13121
57073,9267
57082,10691
57082,11968
57082,130267
57082,212231
57082,256474
57082,59963
57082,9266
57082,9796
57090,10163
57090,9271
57125,16325
57125,9282
57130,109439
57130,11635
57130,18785
57130,41733
57130,45243
57130,9285
57130,9384
57130,9842
5713,116711
57134,10796
57134,14164
5713,425
57134,9286
57134,9532
57138,9664
5713,9928
5714,172385
57142,9289
5714,425
5714,46195
571473,50838
5714,8355
5714,950
5714,9928
57173,13160
57193,13600
57193,9297
57199,63492
57199,9298
57199,9968
572012,159932
572045,74513
57206,121872
57207,16353
57207,43209
57214,110552
57214,15003
57214,57585
57214,8982
57214,9316
57226,9305
57227,9305
572295,74471
572551,79931
57270,24420
57270,39514
57270,49524
57270,9315
57274,16353
57274,43209
57290,9318
57291,11625
57314,10112
57314,11319
57314,11886
57314,12230
57314,9078
57314,9325
57328,9927
57359,12309
57370,10204
57370,10663
57370,11003
57370,232672
57370,38317
57370,87826
57370,9339
