creationDate|source|target
2018-08-30T06:28:12.090+00:00|987|19791209300111
2017-12-25T13:25:53.792+00:00|987|19791209300522
2018-05-27T22:40:21.877+00:00|987|21990232556150
2018-04-10T09:14:52.247+00:00|987|21990232556284
2018-08-06T09:13:34.263+00:00|987|26388279067158
2018-08-07T05:15:56.409+00:00|987|26388279067433
2016-12-04T16:53:03.473+00:00|8796093022310|8796093022702
2017-11-13T14:44:54.629+00:00|8796093022310|10995116278574
2018-06-25T12:23:40.558+00:00|8796093022310|13194139533605
2018-09-02T20:17:47.644+00:00|8796093022310|15393162788868
2018-04-06T07:43:34.348+00:00|8796093022310|17592186044571
2018-07-27T07:36:02.965+00:00|8796093022310|17592186045147
2018-09-04T09:25:00.606+00:00|8796093022310|17592186045362
2018-02-19T19:19:21.522+00:00|8796093022310|19791209300111
2018-03-29T08:18:53.311+00:00|8796093022310|24189255812007
2018-07-14T19:56:02.734+00:00|8796093022310|26388279067158
2018-04-17T20:20:49.816+00:00|8796093022859|8796093023174
2018-05-11T21:51:29.064+00:00|8796093022859|10995116277876
2018-01-27T11:21:58.333+00:00|8796093022859|15393162788868
2018-05-29T12:26:03.218+00:00|8796093022859|15393162789326
2018-01-13T20:40:19.020+00:00|8796093022859|17592186044897
2018-05-30T19:49:31.987+00:00|8796093022859|19791209300294
2017-11-01T00:56:25.584+00:00|8796093022859|19791209300391
2018-07-30T20:19:50.899+00:00|8796093022859|19791209300788
2018-08-07T05:48:44.852+00:00|8796093022859|28587302322762
2017-10-11T04:35:20.419+00:00|8796093023027|10995116278629
2018-03-05T03:13:17.309+00:00|8796093023027|15393162788958
2017-11-09T11:54:08.628+00:00|8796093023027|15393162789328
2018-07-24T16:03:50.819+00:00|8796093023027|19791209300950
2018-08-13T12:26:11.125+00:00|8796093023027|28587302322313
2018-08-21T05:43:11.170+00:00|28587302322539|28587302323086
2017-11-22T10:59:38.915+00:00|2199023255807|4398046511409
2018-05-13T18:30:39.777+00:00|2199023255807|6597069767187
2018-09-04T05:27:29.451+00:00|2199023255807|8796093022933
2017-03-10T06:32:07.935+00:00|2199023255807|8796093023174
2018-03-15T15:11:13.029+00:00|2199023255807|10995116277891
2017-06-02T04:51:16.482+00:00|2199023255807|15393162789357
2017-09-14T08:45:06.865+00:00|2199023255807|17592186044715
2018-04-29T06:52:33.311+00:00|2199023255807|17592186045167
2017-11-12T01:24:55.810+00:00|2199023255807|19791209300111
2017-12-09T13:56:45.833+00:00|2199023255807|19791209300402
2018-08-10T01:21:23.373+00:00|2199023255807|26388279066812
2017-09-22T08:24:02.058+00:00|6597069767121|8796093023087
2018-01-16T23:47:01.884+00:00|6597069767121|10995116278201
2017-10-26T07:28:35.311+00:00|6597069767121|10995116278486
2018-02-06T13:13:45.725+00:00|6597069767121|17592186044938
2018-01-25T15:59:24.899+00:00|6597069767121|19791209300766
2018-06-21T22:57:12.324+00:00|6597069767121|24189255811938
2018-08-27T19:00:25.327+00:00|6597069767121|24189255811956
2018-06-03T13:49:24.959+00:00|6597069767121|26388279067421
2018-03-07T12:28:00.258+00:00|13194139533849|21990232556183
2018-08-25T03:25:44.088+00:00|13194139533849|28587302323086
2018-07-08T07:15:17.762+00:00|15393162789857|19791209300919
2018-02-09T05:07:13.040+00:00|17592186045386|19791209300442
2018-07-21T21:38:46.262+00:00|17592186045386|28587302323086
2016-09-21T08:02:33.160+00:00|365|2199023255913
2017-02-03T13:35:07.081+00:00|365|8796093022487
2018-02-01T09:58:53.944+00:00|365|10995116278351
2017-09-30T16:36:42.744+00:00|365|10995116278629
2018-02-15T10:43:52.922+00:00|365|13194139534277
2018-04-20T22:10:21.275+00:00|365|17592186044908
2017-11-02T20:01:07.099+00:00|365|19791209300442
2017-10-24T20:30:25.070+00:00|8796093022647|8796093022702
2017-11-26T05:47:32.832+00:00|8796093022647|8796093022855
2017-11-29T21:20:08.419+00:00|8796093022647|8796093023144
2017-02-03T02:04:18.804+00:00|8796093022647|10995116278351
2018-01-19T21:27:00.353+00:00|8796093022647|13194139534151
2017-08-18T12:16:04.161+00:00|8796093022647|15393162788868
2018-03-20T02:02:42.466+00:00|8796093022647|15393162789233
2018-02-27T19:44:10.348+00:00|8796093022647|15393162789625
2018-01-07T23:01:09.918+00:00|8796093022647|17592186044851
2018-07-20T15:55:22.220+00:00|8796093022647|21990232556184
2018-09-09T14:20:05.627+00:00|8796093022647|26388279066839
2017-11-18T07:11:13.385+00:00|10995116277935|10995116278351
2017-09-23T00:45:44.827+00:00|10995116277935|13194139533764
2018-05-06T03:13:27.751+00:00|10995116277935|21990232555743
2018-06-01T04:05:41.860+00:00|10995116277935|26388279066777
2018-04-28T21:52:11.031+00:00|13194139533689|15393162789623
2018-01-03T06:31:35.870+00:00|13194139533689|17592186044938
2018-01-19T12:54:36.347+00:00|13194139533689|17592186045362
2018-05-31T07:45:31.925+00:00|13194139533689|21990232556064
2017-11-01T00:41:04.529+00:00|15393162789565|17592186044730
2018-05-24T16:51:23.869+00:00|15393162789565|19791209300442
2017-09-09T21:50:53.433+00:00|17592186044805|17592186044994
2018-06-24T13:37:36.543+00:00|17592186044805|19791209300049
2018-02-05T05:51:16.382+00:00|17592186044805|21990232556273
2018-06-11T04:05:23.826+00:00|21990232556109|26388279067180
2018-04-25T19:40:51.104+00:00|13194139534202|15393162789160
2017-05-15T04:51:53.716+00:00|13194139534202|15393162789611
2018-03-31T23:17:13.017+00:00|13194139534202|15393162789665
2018-02-03T22:58:48.794+00:00|13194139534202|15393162789838
2018-04-05T00:17:06.845+00:00|13194139534202|19791209300034
2018-05-05T00:13:07.490+00:00|13194139534202|19791209300049
2018-03-06T12:31:19.931+00:00|13194139534202|19791209300382
2018-02-28T16:35:15.507+00:00|13194139534202|19791209300919
2018-04-01T08:43:12.809+00:00|13194139534202|21990232556064
2018-07-25T17:23:56.137+00:00|13194139534202|21990232556373
2018-06-28T05:14:16.922+00:00|13194139534202|24189255811160
2018-08-03T06:48:47.220+00:00|13194139534202|24189255811531
2018-07-15T02:16:02.055+00:00|13194139534202|24189255811932
2018-04-13T04:16:50.507+00:00|13194139534202|24189255811956
2018-08-12T02:36:45.011+00:00|13194139534202|28587302322486
2017-12-31T06:11:56.830+00:00|19791209300034|19791209300442
2018-01-22T00:08:12.577+00:00|19791209300034|21990232556183
2018-07-03T08:33:54.089+00:00|19791209300034|24189255811932
2018-07-22T23:33:23.601+00:00|19791209300034|26388279066782
2018-09-07T04:28:17.131+00:00|19791209300034|28587302323031
2018-07-09T08:43:24.534+00:00|21990232556150|24189255811242
2018-06-15T16:01:52.213+00:00|21990232556150|24189255811373
2018-08-07T00:24:54.550+00:00|21990232556150|24189255811961
2018-08-24T09:52:18.821+00:00|21990232556150|28587302323086
2018-09-04T21:04:39.644+00:00|26388279066716|26388279066777
2018-07-03T02:16:01.358+00:00|26388279066716|26388279067430
2018-09-11T07:20:48.979+00:00|28587302322494|28587302323031
2017-05-08T23:48:32.697+00:00|8796093022933|8796093023087
2017-06-14T12:03:46.285+00:00|8796093022933|8796093023174
2017-03-21T05:47:38.869+00:00|8796093022933|10995116277779
2017-12-13T16:34:59.435+00:00|8796093022933|10995116277891
2018-08-02T07:20:54.397+00:00|8796093022933|10995116277936
2017-10-10T22:44:31.830+00:00|8796093022933|10995116277976
2018-01-15T01:21:59.089+00:00|8796093022933|10995116278135
2018-03-24T21:29:38.724+00:00|8796093022933|10995116278645
2018-07-27T05:41:46.384+00:00|8796093022933|13194139533444
2017-12-21T11:09:13.698+00:00|8796093022933|13194139533818
2018-05-03T18:48:51.395+00:00|8796093022933|13194139533996
2018-05-07T22:15:27.373+00:00|8796093022933|13194139534228
2018-05-30T20:51:38.471+00:00|8796093022933|13194139534255
2017-11-06T17:28:03.051+00:00|8796093022933|15393162789030
2017-12-18T17:04:30.239+00:00|8796093022933|15393162789194
2017-09-07T18:16:02.542+00:00|8796093022933|15393162789228
2017-07-21T06:08:22.109+00:00|8796093022933|15393162789357
2017-08-15T23:04:49.569+00:00|8796093022933|15393162789691
2017-07-08T03:15:11.111+00:00|8796093022933|15393162789838
2017-11-09T03:22:30.356+00:00|8796093022933|17592186044730
2018-06-19T09:21:51.880+00:00|8796093022933|17592186045047
2017-10-16T01:59:58.576+00:00|8796093022933|17592186045075
2017-10-06T00:32:03.276+00:00|8796093022933|17592186045174
2017-11-16T17:12:54.202+00:00|8796093022933|17592186045226
2017-12-03T06:39:38.618+00:00|8796093022933|19791209299985
2018-09-02T22:12:29.379+00:00|8796093022933|19791209300131
2018-03-13T10:35:19.370+00:00|8796093022933|19791209300442
2018-08-11T12:12:32.398+00:00|8796093022933|19791209300919
2018-07-07T04:33:07.018+00:00|8796093022933|21990232555865
2018-03-21T14:08:23.430+00:00|8796093022933|21990232556150
2018-02-24T04:35:42.949+00:00|8796093022933|21990232556175
2018-04-05T02:38:52.835+00:00|8796093022933|21990232556249
2018-06-17T17:03:44.503+00:00|8796093022933|24189255811557
2018-08-16T11:28:36.819+00:00|8796093022933|26388279067595
2018-09-06T12:28:46.665+00:00|8796093022933|28587302322539
2018-09-05T10:09:07.927+00:00|8796093022933|28587302322948
2018-07-26T06:24:26.072+00:00|8796093022933|28587302323076
2018-03-10T13:31:19.754+00:00|21990232555786|21990232556175
2018-08-17T21:26:43.096+00:00|21990232555786|26388279066877
2018-07-13T14:36:31.788+00:00|21990232555786|26388279066892
2017-07-29T11:54:30.251+00:00|8796093022266|8796093022933
2018-06-09T01:47:44.767+00:00|8796093022266|13194139533499
2017-09-12T07:10:31.369+00:00|8796093022266|13194139534114
2018-04-29T09:00:42.324+00:00|8796093022266|13194139534202
2018-03-14T20:54:40.624+00:00|8796093022266|19791209300442
2018-08-26T04:02:58.433+00:00|8796093022266|19791209300925
2017-08-09T18:16:40.119+00:00|13194139533349|17592186044715
2018-05-13T03:49:15.570+00:00|13194139533349|21990232555743
2018-08-28T23:17:32.992+00:00|13194139533349|28587302323086
2018-08-25T12:19:14.274+00:00|19791209300382|19791209300442
2018-06-24T11:25:57.397+00:00|19791209300382|21990232555743
2018-08-04T17:10:13.795+00:00|19791209300382|21990232556362
2018-06-27T15:08:19.791+00:00|19791209300382|26388279066777
2018-06-22T01:09:17.872+00:00|19791209300382|26388279067579
2018-03-22T12:54:47.319+00:00|19791209300442|21990232555607
2018-09-05T14:39:42.166+00:00|19791209300442|21990232555621
2018-07-18T22:03:56.902+00:00|19791209300442|21990232555743
2018-04-18T01:01:36.522+00:00|19791209300442|21990232556175
2018-06-08T22:50:34.648+00:00|19791209300442|21990232556362
2018-07-27T16:00:03.297+00:00|19791209300442|24189255811531
2018-05-25T15:22:44.383+00:00|19791209300442|24189255811932
2018-07-05T08:11:14.841+00:00|19791209300442|26388279066777
2018-06-10T17:56:14.451+00:00|19791209300442|26388279066949
2018-05-25T03:35:51.313+00:00|19791209300442|26388279067173
2018-06-30T01:37:40.340+00:00|19791209300442|26388279067573
2018-09-08T02:48:48.648+00:00|19791209300442|28587302322785
2018-08-26T12:00:11.501+00:00|19791209300442|28587302323086
2018-06-27T08:13:20.266+00:00|24189255811189|26388279066966
2017-12-06T18:39:02.767+00:00|10995116278743|13194139534114
2018-08-03T08:28:22.120+00:00|10995116278743|15393162788868
2017-08-09T13:00:51.207+00:00|10995116278743|17592186044899
2018-08-27T00:05:55.892+00:00|10995116278743|24189255811828
2018-04-09T04:27:40.809+00:00|10995116278743|24189255811864
2018-05-15T06:12:46.878+00:00|10995116278743|24189255812013
2018-09-01T12:35:54.484+00:00|10995116278743|28587302322948
2018-07-28T15:26:02.648+00:00|21990232556209|21990232556284
2018-07-12T05:06:52.363+00:00|21990232556209|21990232556348
2018-08-23T10:22:42.114+00:00|21990232556209|21990232556362
2018-03-01T08:12:55.542+00:00|21990232556209|24189255811446
2018-07-29T07:38:21.866+00:00|21990232556209|24189255811897
2018-07-13T23:56:15.632+00:00|21990232556209|26388279066710
2018-06-13T15:46:08.994+00:00|21990232556209|26388279067278
2018-06-19T00:00:54.740+00:00|21990232556209|26388279067299
2018-08-13T03:13:03.191+00:00|21990232556209|26388279067473
2018-08-14T17:05:24.943+00:00|21990232556209|28587302322586
2018-08-26T03:58:45.305+00:00|21990232556209|28587302322980
2018-08-10T14:22:28.305+00:00|24189255811315|28587302323086
2018-03-20T06:50:32.602+00:00|13194139534020|15393162789838
2017-09-13T12:11:53.584+00:00|13194139534020|17592186045047
2018-07-02T06:55:25.756+00:00|13194139534020|19791209300568
2018-02-10T04:27:54.313+00:00|13194139534020|21990232555548
2018-07-20T10:17:44.267+00:00|13194139534020|21990232555786
2018-05-03T22:00:09.624+00:00|13194139534020|24189255812007
2018-05-25T03:06:35.111+00:00|13194139534020|26388279067217
2018-08-19T08:56:18.648+00:00|13194139534020|26388279067433
2018-09-02T16:45:10.377+00:00|13194139534020|28587302322843
2018-08-30T00:23:17.461+00:00|26388279067299|28587302323086
2018-01-12T00:16:17.605+00:00|193|205
2016-08-19T19:10:52.908+00:00|193|262
2017-06-24T15:44:43.651+00:00|193|947
2018-03-19T12:29:18.436+00:00|193|4398046511984
2017-08-08T06:38:16.432+00:00|193|6597069766696
2016-10-17T07:02:39.063+00:00|193|6597069766729
2017-05-25T02:22:41.637+00:00|193|6597069767009
2018-01-05T20:16:29.973+00:00|193|6597069767551
2017-05-30T01:58:33.946+00:00|193|8796093022702
2017-03-18T16:35:43.740+00:00|193|10995116278629
2017-08-12T10:16:54.921+00:00|193|10995116278659
2017-11-01T02:15:41.445+00:00|193|13194139533742
2018-01-19T08:17:54.774+00:00|193|13194139533764
2018-08-04T07:51:17.185+00:00|193|13194139534053
2018-09-04T11:45:12.538+00:00|193|15393162788977
2017-10-12T16:01:48.518+00:00|193|17592186044715
2018-07-23T02:55:15.608+00:00|193|17592186044908
2017-12-26T15:10:48.129+00:00|193|17592186045085
2018-08-08T09:26:01.542+00:00|193|19791209300227
2018-03-15T17:08:06.929+00:00|193|19791209300766
2018-07-20T03:20:22.042+00:00|193|19791209300919
2018-05-06T21:15:35.867+00:00|193|21990232556064
2018-09-04T17:55:29.778+00:00|193|26388279067180
2018-06-14T23:58:04.962+00:00|193|26388279067421
2018-07-09T03:59:48.069+00:00|193|26388279067433
2018-01-01T19:04:44.775+00:00|13194139533764|13194139533818
2017-09-01T20:36:15.019+00:00|13194139533764|15393162789357
2018-04-18T06:46:08.157+00:00|13194139533764|17592186044908
2018-07-20T06:50:27.576+00:00|13194139533764|17592186045167
2018-01-06T11:14:28.712+00:00|13194139533764|17592186045362
2018-08-19T06:56:36.044+00:00|13194139533764|21990232556064
2018-05-04T22:46:45.090+00:00|13194139533764|21990232556373
2018-05-13T21:00:49.078+00:00|13194139533764|24189255811464
2018-07-18T01:11:24.614+00:00|13194139533764|26388279066966
2018-05-24T07:03:58.330+00:00|13194139533764|26388279067421
2018-07-30T12:37:17.422+00:00|13194139533764|28587302322896
2018-07-13T18:33:34.072+00:00|26388279066892|28587302322785
2016-02-25T23:21:54.653+00:00|947|978
2017-05-03T22:16:34.795+00:00|947|8796093022543
2018-01-03T08:18:18.634+00:00|947|10995116278629
2017-04-11T14:06:09.707+00:00|947|13194139533612
2017-06-21T18:45:19.719+00:00|947|15393162788977
2018-02-13T03:31:45.559+00:00|947|17592186045047
2018-02-20T02:32:09.437+00:00|947|21990232555743
2018-06-01T01:15:02.187+00:00|947|24189255811531
2018-07-16T12:08:35.489+00:00|947|24189255811961
2018-08-08T05:12:45.959+00:00|2199023256102|8796093022810
2016-11-01T23:33:15.023+00:00|2199023256102|8796093023174
2018-05-02T20:19:54.217+00:00|2199023256102|19791209300111
2018-07-08T19:10:19.817+00:00|2199023256102|21990232555726
2017-11-25T06:51:16.131+00:00|8796093022898|8796093023087
2017-11-07T15:38:01.977+00:00|8796093022898|10995116278629
2017-12-17T01:29:07.675+00:00|8796093022898|10995116278645
2017-07-23T13:09:37.268+00:00|8796093022898|10995116278752
2018-06-22T02:57:56.277+00:00|8796093022898|13194139533764
2018-08-08T09:49:41.155+00:00|8796093022898|13194139533996
2017-11-10T22:14:51.766+00:00|8796093022898|13194139534114
2017-09-17T04:31:14.161+00:00|8796093022898|15393162789228
2017-05-21T18:04:39.456+00:00|8796093022898|15393162789463
2017-12-19T11:43:36.491+00:00|8796093022898|17592186044425
2018-07-13T19:09:37.931+00:00|8796093022898|19791209300766
2018-08-24T03:52:17.240+00:00|8796093022898|19791209300788
2018-02-07T16:18:13.119+00:00|8796093022898|21990232556209
2018-08-02T22:48:24.114+00:00|8796093022898|28587302322497
2018-08-12T01:01:43.716+00:00|8796093022898|28587302323166
2017-09-15T11:00:15.307+00:00|10995116278201|15393162788979
2017-06-26T09:55:50.145+00:00|10995116278201|15393162789005
2017-10-29T12:08:21.809+00:00|10995116278201|17592186044908
2018-03-27T00:10:43.519+00:00|10995116278201|17592186045226
2018-03-26T01:29:17.129+00:00|10995116278201|19791209300147
2018-03-19T00:34:01.555+00:00|10995116278201|21990232555743
2018-06-26T05:47:54.439+00:00|10995116278201|24189255811938
2018-07-10T01:17:05.863+00:00|10995116278201|26388279067180
2018-08-09T14:42:10.623+00:00|10995116278201|26388279067421
2018-07-26T05:52:33.379+00:00|10995116278201|26388279067595
2018-03-22T17:11:50.986+00:00|13194139533444|21990232556184
2018-07-02T11:27:07.164+00:00|13194139533444|24189255812007
2018-06-29T09:50:42.465+00:00|21990232556105|24189255811531
2018-06-20T05:07:05.990+00:00|21990232556105|24189255811864
2018-08-30T02:56:43.466+00:00|21990232556105|26388279066892
2018-09-02T00:15:03.739+00:00|24189255811561|28587302323086
2017-10-24T17:53:12.740+00:00|284|987
2016-10-30T12:54:05.224+00:00|284|4398046511244
2017-04-25T11:08:22.136+00:00|284|4398046511614
2017-07-02T01:24:42.585+00:00|284|6597069767046
2018-03-04T21:39:18.697+00:00|284|8796093022702
2018-01-02T23:54:44.522+00:00|284|15393162789233
2018-01-30T17:27:26.146+00:00|284|17592186044715
2018-06-30T21:28:00.693+00:00|284|21990232556064
2018-08-11T03:08:08.206+00:00|284|21990232556209
2018-09-11T16:48:01.182+00:00|490|10995116278629
2018-05-17T04:55:57.655+00:00|490|10995116278752
2017-10-12T16:04:24.773+00:00|10995116278645|10995116278708
2018-01-11T17:21:52.223+00:00|10995116278645|13194139533764
2018-04-26T09:49:17.045+00:00|10995116278645|13194139533818
2017-09-09T14:51:36.797+00:00|10995116278645|13194139533833
2018-03-24T17:43:52.225+00:00|10995116278645|13194139534114
2018-09-04T21:19:15.432+00:00|10995116278645|13194139534255
2017-10-03T12:34:26.648+00:00|10995116278645|17592186044425
2018-07-19T09:56:45.251+00:00|10995116278645|17592186044707
2018-06-24T16:12:14.847+00:00|10995116278645|17592186044882
2018-01-14T05:15:41.555+00:00|10995116278645|17592186044899
2017-12-10T03:46:07.442+00:00|10995116278645|17592186045035
2018-08-16T18:41:35.515+00:00|10995116278645|19791209300169
2018-03-08T05:26:23.237+00:00|10995116278645|19791209300380
2017-12-14T02:53:39.318+00:00|10995116278645|19791209300540
2018-02-04T15:09:06.351+00:00|10995116278645|21990232555789
2018-03-20T03:37:50.248+00:00|10995116278645|21990232555856
2018-03-25T08:50:37.237+00:00|10995116278645|21990232555865
2018-04-22T16:47:01.862+00:00|10995116278645|21990232556136
2018-07-03T18:47:00.832+00:00|10995116278645|24189255811864
2018-07-14T12:38:37.541+00:00|10995116278645|26388279066877
2018-08-07T08:11:46.225+00:00|10995116278645|26388279066966
2018-09-12T15:22:10.662+00:00|10995116278645|26388279067217
2018-06-28T19:48:59.666+00:00|10995116278645|26388279067421
2018-07-16T09:59:09.628+00:00|10995116278645|26388279067433
2018-01-17T10:59:08.203+00:00|15393162789789|19791209300111
2018-04-25T02:05:41.727+00:00|17592186045150|17592186045226
2018-04-11T00:06:02.684+00:00|17592186045150|24189255811531
2018-09-08T01:22:27.504+00:00|17592186045150|26388279066966
2018-08-08T08:35:08.202+00:00|24189255811077|26388279067595
2018-08-07T05:56:34.351+00:00|24189255811077|28587302322896
2018-08-31T15:54:21.269+00:00|28587302322667|28587302323086
2017-12-04T00:14:58.396+00:00|15393162789361|19791209300111
2018-08-19T11:08:35.060+00:00|15393162789361|21990232556209
2018-06-03T10:58:32.819+00:00|15393162789623|17592186044425
2017-10-14T09:51:21.451+00:00|15393162789623|17592186044938
2018-05-09T16:29:48.409+00:00|15393162789623|17592186045362
2018-04-07T11:26:30.927+00:00|15393162789623|21990232555865
2017-11-22T05:17:31.036+00:00|17592186044899|17592186044994
2017-11-18T22:51:24.828+00:00|17592186044899|17592186045148
2018-07-08T14:10:16.562+00:00|17592186044899|17592186045226
2018-08-30T19:10:46.990+00:00|17592186044899|28587302322948
2018-09-06T14:55:55.467+00:00|17592186044938|17592186045362
2018-06-05T07:52:34.432+00:00|17592186044938|19791209300034
2018-05-17T20:37:29.601+00:00|17592186044938|21990232556138
2018-07-28T10:28:30.504+00:00|17592186044938|24189255811570
2018-07-07T11:48:51.623+00:00|17592186044938|24189255811932
2018-07-21T14:09:06.865+00:00|19791209300086|19791209300391
2018-09-03T04:59:01.238+00:00|19791209300086|19791209300540
2018-06-11T16:29:41.938+00:00|19791209300086|26388279067476
2018-08-31T10:07:24.933+00:00|19791209300086|28587302322762
2018-07-01T20:22:04.181+00:00|24189255811961|26388279067180
2017-02-20T06:15:07.708+00:00|976|2199023255940
2018-05-29T09:05:25.002+00:00|976|2199023255961
2016-12-06T23:13:14.580+00:00|976|2199023256274
2018-06-18T22:28:45.143+00:00|976|2199023256289
2018-06-14T16:27:12.727+00:00|976|8796093022702
2017-08-02T12:14:28.461+00:00|976|10995116278629
2018-03-22T00:09:20.399+00:00|13194139533996|17592186044425
2018-04-20T05:58:59.814+00:00|13194139533996|17592186044730
2018-01-04T00:30:29.809+00:00|13194139533996|19791209300111
2018-09-10T09:39:06.216+00:00|13194139533996|28587302322372
2017-12-21T22:55:12.479+00:00|17592186044571|17592186044715
2018-08-28T12:25:09.876+00:00|17592186044571|17592186044897
2018-05-26T01:38:50.906+00:00|17592186044571|21990232555548
2018-08-05T07:54:56.507+00:00|17592186044571|21990232556203
2018-09-10T19:27:45.827+00:00|8796093023144|24189255811995
2018-05-04T09:42:35.916+00:00|15393162789228|15393162789430
2018-03-18T11:01:06.277+00:00|15393162789228|15393162789463
2018-07-09T06:14:52.874+00:00|15393162789228|17592186044851
2017-12-22T20:58:49.666+00:00|15393162789228|19791209300766
2018-08-26T15:21:39.381+00:00|15393162789228|19791209300919
2018-05-17T07:14:41.177+00:00|15393162789228|24189255811545
2018-04-09T17:01:25.945+00:00|17592186045362|19791209300124
2018-05-24T16:37:54.631+00:00|17592186045362|19791209300147
2018-05-19T21:35:56.144+00:00|17592186045362|21990232555527
2018-04-25T02:59:46.149+00:00|17592186045362|21990232555548
2018-06-25T11:38:54.221+00:00|17592186045362|21990232555743
2018-08-04T17:13:58.273+00:00|17592186045362|21990232556175
2018-07-23T01:43:00.137+00:00|17592186045362|21990232556291
2018-01-24T14:05:58.452+00:00|17592186045362|21990232556403
2018-07-22T18:32:01.814+00:00|17592186045362|24189255811655
2018-08-12T07:23:10.381+00:00|17592186045362|26388279067158
2018-09-03T18:01:04.801+00:00|17592186045362|26388279067180
2018-07-02T07:56:06.458+00:00|17592186045362|26388279067595
2018-08-31T08:02:57.152+00:00|17592186045362|28587302322303
2018-07-23T20:06:27.453+00:00|17592186045362|28587302323086
2018-02-22T21:27:23.670+00:00|19791209299985|21990232555548
2017-11-01T18:30:31.966+00:00|262|596
2017-06-08T11:21:17.533+00:00|262|2199023255807
2018-01-12T09:32:29.876+00:00|262|2199023255875
2016-10-24T11:14:32.809+00:00|262|2199023255880
2016-07-21T11:43:32.031+00:00|262|2199023256090
2016-08-04T21:23:51.785+00:00|262|2199023256214
2016-07-29T07:52:20.037+00:00|262|4398046511244
2016-10-14T07:33:56.804+00:00|262|4398046512013
2017-12-22T08:36:38.271+00:00|262|6597069767577
2018-03-29T09:19:43.730+00:00|262|8796093022310
2017-05-23T01:41:19.499+00:00|262|8796093022543
2017-10-23T10:55:29.818+00:00|262|8796093022647
2017-09-02T20:19:18.488+00:00|262|8796093022743
2018-06-26T08:23:55.670+00:00|262|8796093022855
2016-12-02T06:42:02.688+00:00|262|8796093022907
2018-02-27T00:46:57.540+00:00|262|8796093023197
2017-04-11T16:51:37.698+00:00|262|10995116277936
2018-07-21T17:23:09.054+00:00|262|10995116278351
2017-09-25T11:06:54.969+00:00|262|10995116278673
2017-06-24T21:52:52.537+00:00|262|10995116278752
2018-07-28T15:16:18.949+00:00|262|13194139533313
2017-09-27T15:10:11.378+00:00|262|13194139533540
2017-12-04T05:05:20.368+00:00|262|13194139533851
2018-05-07T14:58:26.936+00:00|262|15393162788868
2018-08-08T21:53:20.947+00:00|262|15393162789857
2017-11-23T04:28:45.459+00:00|262|17592186044461
2018-02-01T12:24:07.910+00:00|262|17592186044575
2018-02-15T14:55:44.337+00:00|262|17592186044715
2018-04-30T10:34:29.407+00:00|262|17592186044805
2017-12-30T14:33:45.993+00:00|262|17592186045008
2018-02-26T19:31:23.533+00:00|262|19791209300925
2018-06-07T11:44:08.081+00:00|262|21990232555865
2018-05-16T12:38:53.691+00:00|262|21990232555911
2018-03-26T00:37:13.089+00:00|262|21990232556175
2018-02-18T10:05:52.662+00:00|262|21990232556348
2018-06-23T22:14:21.610+00:00|262|26388279066716
2018-06-18T12:49:45.587+00:00|262|26388279066777
2018-07-27T04:48:30.876+00:00|262|26388279066782
2018-09-05T09:03:11.356+00:00|262|26388279067231
2018-06-20T08:17:54.393+00:00|262|26388279067299
2018-08-05T14:25:10.363+00:00|262|26388279067433
2018-08-04T20:18:40.741+00:00|262|26388279067435
2018-09-06T01:05:17.015+00:00|262|28587302322785
2018-08-25T07:25:08.543+00:00|262|28587302323109
2018-02-21T14:16:55.161+00:00|331|10995116278351
2018-06-16T09:07:45.589+00:00|331|21990232556064
2018-09-01T08:50:39.553+00:00|331|28587302323086
2018-06-12T21:55:12.197+00:00|13194139533612|26388279067433
2018-09-02T04:38:09.678+00:00|13194139533612|28587302323086
2018-03-25T00:58:56.560+00:00|13194139533791|15393162789789
2017-11-27T23:34:35.374+00:00|13194139533791|15393162789857
2018-04-08T04:21:54.257+00:00|13194139533791|17592186044837
2018-08-14T07:19:58.753+00:00|13194139533791|17592186044897
2018-03-10T17:34:31.982+00:00|13194139533791|19791209300880
2018-08-03T21:35:51.873+00:00|13194139533791|21990232555759
2018-04-20T10:37:03.213+00:00|13194139533791|21990232556427
2018-09-04T04:12:04.553+00:00|13194139533791|24189255811094
2018-06-10T11:12:26.689+00:00|13194139533791|24189255811938
2018-06-18T05:31:20.648+00:00|13194139533791|24189255811956
2018-08-02T18:42:56.470+00:00|13194139533791|26388279067573
2018-08-21T23:11:32.040+00:00|13194139533791|28587302322486
2018-07-13T15:17:16.582+00:00|13194139533791|28587302322843
2018-08-25T23:15:39.124+00:00|13194139533791|28587302323143
2017-10-31T03:31:39.423+00:00|17592186044704|17592186044715
2018-06-12T06:05:48.772+00:00|24189255811094|26388279066716
2018-09-09T23:18:40.691+00:00|24189255811094|28587302323031
2017-12-05T18:53:36.708+00:00|454|2199023255913
2017-05-25T18:13:39.475+00:00|454|6597069766888
2018-04-09T07:28:57.763+00:00|454|10995116278351
2018-06-02T07:20:26.272+00:00|10995116277879|10995116277890
2018-01-10T13:30:23.014+00:00|10995116277879|10995116278351
2018-05-23T19:44:30.479+00:00|10995116277879|10995116278629
2017-05-28T03:13:53.070+00:00|10995116277879|13194139533510
2017-09-06T20:38:29.010+00:00|10995116277879|13194139533791
2018-06-23T20:12:57.038+00:00|10995116277879|15393162789005
2018-02-26T02:33:41.217+00:00|10995116277879|17592186044715
